date,dayl(s),prcp(mm/day),srad(W/m2),swe(mm),tmax(C),tmin(C),vp(Pa),QObs(mm/d)
2001-06-24,50112.01,8.35,316.08,0.0,30.0,19.0,2200.0,0.03622622898182805
2001-06-25,50112.01,0.0,495.27,0.0,30.47,16.5,1880.0,0.02992601524585796
2001-06-26,50112.01,0.0,508.8,0.0,32.0,17.0,1920.0,0.022050748075895337
2001-06-27,50112.01,0.0,473.6,0.0,33.0,19.5,2280.0,0.017325587773917767
2001-06-28,50112.01,2.02,437.6,0.0,33.0,20.91,2466.22,0.02992601524585796
2001-06-29,50112.01,7.82,319.0,0.0,31.27,20.05,2327.61,0.06772729766167854
2001-06-30,50112.01,13.21,284.8,0.0,30.5,21.0,2480.0,0.22050748075895338
2001-07-01,50112.01,4.16,308.17,0.0,31.47,20.83,2453.01,0.18900641207910288
2001-07-02,50112.01,13.62,305.73,0.0,31.97,21.3,2528.39,0.48826656453768247
2001-07-03,50112.01,0.8,418.74,0.0,32.5,21.04,2485.93,0.37801282415820575
2001-07-04,50112.01,0.0,428.69,0.0,33.5,21.78,2604.3,0.2835096181186543
2001-07-05,50112.01,3.62,335.97,0.0,32.91,21.96,2634.07,0.22050748075895338
2001-07-06,50018.34,14.96,334.35,0.0,33.12,21.0,2480.0,0.17325587773917767
2001-07-07,49770.48,0.0,429.76,0.0,32.57,21.16,2505.46,0.12915438158738696
2001-07-08,49766.39,0.0,410.42,0.0,34.04,23.0,2800.0,0.09450320603955144
2001-07-09,49766.39,0.0,409.13,0.0,34.0,23.0,2800.0,0.07087740452966358
2001-07-10,49766.39,0.0,398.87,0.0,34.71,23.82,2955.88,0.058276977057723396
2001-07-11,49766.39,26.58,303.35,0.0,33.4,22.5,2720.0,0.10080341977552155
2001-07-12,49766.39,11.25,265.68,0.0,32.33,23.21,2832.93,0.26775908377872915
2001-07-13,49766.39,0.0,329.96,0.0,32.47,24.0,3000.0,0.1512051296632823
2001-07-14,49765.66,8.85,287.45,0.0,32.55,22.5,2720.0,0.1118287938134692
2001-07-15,49420.8,0.0,437.97,0.0,31.03,19.47,2274.77,0.08820299230358135
2001-07-16,49420.8,0.0,470.61,0.0,31.5,18.5,2120.0,0.06300213735970096
2001-07-17,49420.8,0.0,430.44,0.0,32.0,20.5,2400.34,0.04725160301977572
2001-07-18,49420.8,0.0,413.39,0.0,32.5,21.5,2560.0,0.03780128241582058
2001-07-19,49420.8,14.72,289.44,0.0,32.34,22.28,2685.27,0.03307612211384301
2001-07-20,49420.08,0.0,410.19,0.0,33.5,22.5,2720.0,0.03622622898182805
2001-07-21,49075.2,38.91,315.44,0.0,33.31,22.0,2640.0,0.6615224422768602
2001-07-22,49075.2,0.0,363.47,0.0,31.5,22.41,2706.15,0.4095138928380563
2001-07-23,49075.2,0.0,373.02,0.0,32.0,22.57,2730.42,0.31501068679850486
2001-07-24,49075.2,37.51,283.03,0.0,31.46,22.0,2640.0,1.0552858007749912
2001-07-25,49075.2,23.0,251.2,0.0,29.34,21.5,2560.0,1.6695566400320756
2001-07-26,48729.59,0.0,415.37,0.0,32.02,21.5,2560.0,1.2442922128540943
2001-07-27,48729.59,0.0,401.84,0.0,32.0,22.0,2640.0,0.9922836634152903
2001-07-28,48729.59,0.0,429.41,0.0,32.5,21.5,2560.0,0.8032772513361873
2001-07-29,48729.59,0.0,439.47,0.0,33.0,21.5,2560.0,0.8032772513361873
2001-07-30,48635.93,0.0,410.42,0.0,33.0,22.5,2720.0,0.5985203049171592
2001-07-31,48384.0,15.34,287.91,0.0,32.56,23.0,2800.0,0.582769770577234
2001-08-01,48384.0,5.56,270.37,0.0,30.5,22.0,2640.0,0.8347783200160378
2001-08-02,48384.0,11.99,295.44,0.0,31.0,21.5,2560.0,0.8347783200160378
2001-08-03,48383.28,4.3,311.13,0.0,30.53,20.5,2400.0,0.7245245796365613
2001-08-04,48038.39,7.6,311.91,0.0,30.58,21.3,2527.44,0.7245245796365613
2001-08-05,48038.39,15.59,263.11,0.0,30.02,22.02,2642.72,0.708774045296636
2001-08-06,48038.39,23.92,247.57,0.0,28.88,21.61,2577.62,1.0710363351149166
2001-08-07,48037.67,0.0,370.56,0.0,30.9,22.35,2695.76,0.9922836634152903
2001-08-08,47692.81,0.0,441.55,0.0,32.68,21.5,2560.0,1.307294350213795
2001-08-09,47692.81,0.0,447.38,0.0,33.0,21.5,2560.0,1.3545459532335709
2001-08-10,47692.81,0.0,419.91,0.0,33.0,22.5,2720.0,1.2442922128540943
2001-08-11,47455.47,0.0,422.13,0.0,32.53,22.0,2640.0,1.0080341977552154
2001-08-12,47347.2,6.16,325.15,0.0,32.5,21.5,2560.0,0.787526716996262
2001-08-13,47347.2,0.0,452.51,0.0,33.0,21.07,2491.29,0.645771907936935
2001-08-14,47347.2,0.0,451.69,0.0,32.9,21.0,2480.0,0.5355181675574583
2001-08-15,47001.59,9.0,292.38,0.0,31.95,22.5,2720.0,0.5040170988776077
2001-08-16,47001.59,0.0,402.99,0.0,32.99,22.93,2788.99,0.48826656453768247
2001-08-17,47001.59,0.0,411.81,0.0,33.44,22.97,2795.26,0.9292815260555892
2001-08-18,47000.86,1.73,384.07,0.0,33.5,23.5,2880.0,0.9292815260555892
2001-08-19,46655.99,24.06,302.13,0.0,32.8,22.76,2761.62,0.8662793886958883
2001-08-20,46655.99,0.0,383.41,0.0,31.5,22.35,2695.6,0.7717761826563367
2001-08-21,46655.99,0.0,440.58,0.0,33.0,21.5,2560.0,0.6300213735970097
2001-08-22,46310.39,0.0,489.03,0.0,32.84,19.0,2199.99,0.5040170988776077
2001-08-23,46310.39,0.0,455.09,0.0,33.0,20.63,2421.24,0.4095138928380563
2001-08-24,46310.39,0.0,473.42,0.0,33.0,19.61,2288.79,0.34651175547835533
2001-08-25,45964.79,0.0,452.31,0.0,33.5,20.83,2453.56,0.2992601524585796
2001-08-26,45964.79,0.0,453.8,0.0,34.0,21.01,2481.49,0.26775908377872915
2001-08-27,45964.79,0.0,450.43,0.0,33.89,21.0,2480.0,0.23625801509887862
2001-08-28,45964.07,0.0,442.38,0.0,33.5,21.0,2480.0,0.20475694641902814
2001-08-29,45619.2,0.0,451.23,0.0,33.5,20.5,2400.0,0.17325587773917767
2001-08-30,45619.2,0.0,445.18,0.0,34.0,21.0,2480.0,0.1512051296632823
2001-08-31,45619.2,0.0,435.31,0.0,34.04,21.3,2527.7,0.13230448845537204
2001-09-01,45273.6,0.0,405.67,0.0,33.0,21.64,2583.11,0.12600427471940193
2001-09-02,45273.6,0.0,396.09,0.0,32.43,21.5,2560.0,0.17325587773917767
2001-09-03,45273.6,15.1,295.45,0.0,31.81,21.0,2480.0,0.31501068679850486
2001-09-04,44928.01,26.54,289.57,0.0,31.56,21.0,2480.0,0.5512687018973834
2001-09-05,44928.01,0.0,389.95,0.0,31.9,21.0,2480.0,0.48826656453768247
2001-09-06,44928.01,0.0,382.34,0.0,32.5,21.66,2585.5,0.4095138928380563
2001-09-07,44582.38,0.0,372.61,0.0,32.0,21.58,2572.61,0.3622622898182806
2001-09-08,44582.38,0.0,372.06,0.0,31.9,21.5,2560.0,0.31501068679850486
2001-09-09,44582.38,0.0,358.73,0.0,31.5,21.6,2575.97,0.2835096181186543
2001-09-10,44236.8,0.0,346.14,0.0,31.5,22.0,2640.0,0.25200854943880385
2001-09-11,44236.8,0.0,330.54,0.0,31.5,22.5,2720.0,0.22050748075895338
2001-09-12,44236.8,14.88,259.96,0.0,31.5,22.0,2640.0,0.20475694641902814
2001-09-13,43891.2,0.0,309.19,0.0,30.1,22.0,2640.0,0.18900641207910288
2001-09-14,43891.2,14.63,212.63,0.0,27.78,20.69,2431.0,0.17325587773917767
2001-09-15,43891.2,8.42,174.0,0.0,25.0,19.5,2280.0,0.1559302899652599
2001-09-16,43545.58,0.0,454.95,0.0,27.5,14.5,1640.0,0.13545459532335707
2001-09-17,43545.58,0.0,479.82,0.0,28.5,13.61,1568.46,0.11497890068145425
2001-09-18,43545.58,0.0,466.93,0.0,29.5,14.85,1696.38,0.09607825947354397
2001-09-19,43199.99,0.0,447.61,0.0,30.5,16.48,1876.57,0.08190277856761126
2001-09-20,43199.99,0.0,406.34,0.0,31.3,18.97,2195.95,0.0724524579636561
2001-09-21,43199.99,0.0,397.56,0.0,31.5,19.5,2280.0,0.06300213735970096
2001-09-22,43199.99,0.0,380.67,0.0,31.5,20.16,2344.84,0.05985203049171592
2001-09-23,42854.4,13.56,276.69,0.0,31.37,20.5,2400.0,0.08977804573757388
2001-09-24,42854.4,8.3,244.09,0.0,30.08,21.0,2480.0,0.10080341977552155
2001-09-25,42854.4,10.95,243.68,0.0,25.98,17.51,2000.94,0.10080341977552155
2001-09-26,42508.79,0.0,421.07,0.0,24.5,12.74,1459.2,0.09292815260555892
2001-09-27,42508.79,0.0,436.47,0.0,25.0,12.32,1425.3,0.07875267169962621
2001-09-28,42508.79,0.0,445.79,0.0,27.32,13.53,1561.41,0.06772729766167854
2001-09-29,42163.19,0.0,398.33,0.0,26.89,15.46,1756.94,0.05670192362373088
2001-09-30,42163.19,0.0,442.64,0.0,25.45,12.0,1400.0,0.04725160301977572
2001-10-01,42163.19,0.0,483.57,0.0,24.0,7.78,1062.32,0.04095138928380563
2001-10-02,41817.59,0.0,494.61,0.0,25.13,7.0,1000.0,0.03622622898182805
2001-10-03,41817.59,0.0,494.2,0.0,27.98,8.31,1105.02,0.02992601524585796
2001-10-04,41817.59,0.0,467.08,0.0,28.5,11.02,1321.26,0.02520085494388039
2001-10-05,41472.0,0.0,416.95,0.0,29.5,15.09,1725.08,0.02362580150988786
2001-10-06,41472.0,0.0,359.13,0.0,30.0,18.26,2101.07,0.022050748075895337
2001-10-07,41472.0,9.49,315.1,0.0,29.43,15.55,1764.0,0.02362580150988786
2001-10-08,41126.4,0.0,385.14,0.0,26.38,13.76,1581.04,0.022050748075895337
2001-10-09,41126.4,0.0,369.85,0.0,26.5,14.41,1632.96,0.020475694641902815
2001-10-10,41126.4,0.0,371.62,0.0,27.5,15.0,1720.0,0.01890064120791029
2001-10-11,40780.81,0.0,330.1,0.0,28.03,17.15,1943.98,0.01890064120791029
2001-10-12,40780.81,0.0,320.31,0.0,28.92,18.18,2094.72,0.017325587773917767
2001-10-13,40780.81,0.0,265.61,0.0,28.07,19.45,2271.41,0.017325587773917767
2001-10-14,40435.92,0.5,277.02,0.0,29.5,20.0,2320.0,0.017325587773917767
2001-10-15,40435.2,0.0,393.09,0.0,28.46,13.56,1564.7,0.01575053433992524
2001-10-16,40435.2,0.0,400.53,0.0,27.5,12.13,1410.07,0.014805502279529727
2001-10-17,40435.2,0.0,445.28,0.0,26.16,7.01,1001.18,0.013860470219134214
2001-10-18,40089.6,0.0,447.73,0.0,22.7,3.8,800.0,0.013860470219134214
2001-10-19,40089.6,0.0,398.61,0.0,25.5,9.86,1228.83,0.01370296487573496
2001-10-20,40089.6,0.0,332.7,0.0,28.5,15.98,1808.55,0.013387954188936456
2001-10-21,39744.0,0.0,329.08,0.0,29.5,16.87,1909.73,0.01307294350213795
2001-10-22,39744.0,0.0,317.12,0.0,29.74,17.52,2003.32,0.011970406098343184
2001-10-23,39744.0,0.0,309.55,0.0,30.0,18.0,2079.37,0.012127911441742438
2001-10-24,39492.05,0.0,295.95,0.0,30.0,18.5,2120.0,0.011497890068145427
2001-10-25,39398.4,3.53,184.46,0.0,29.9,20.53,2404.58,0.011970406098343184
2001-10-26,39398.4,0.0,382.67,0.0,29.43,12.5,1440.0,0.012127911441742438
2001-10-27,39398.4,0.0,408.78,0.0,22.77,4.74,859.07,0.011340384724746173
2001-10-28,39052.78,0.0,398.62,0.0,19.02,2.18,720.0,0.01118287938134692
2001-10-29,39052.78,0.0,372.96,0.0,20.03,4.7,855.92,0.011025374037947669
2001-10-30,39052.78,0.0,400.28,0.0,23.0,4.63,850.19,0.01181290075494393
2001-10-31,38944.49,0.0,362.16,0.0,24.52,8.8,1143.69,0.01118287938134692
2001-11-01,38707.2,0.0,335.36,0.0,27.43,12.93,1477.38,0.011025374037947669
2001-11-02,38707.2,0.0,298.21,0.0,28.5,16.0,1800.0,0.011340384724746173
2001-11-03,38707.2,0.0,272.39,0.0,28.5,17.35,1976.21,0.01118287938134692
2001-11-04,38362.32,0.0,287.95,0.0,28.5,16.54,1882.92,0.012127911441742438
2001-11-05,38361.6,0.0,305.59,0.0,26.78,14.05,1604.33,0.012757932815339447
2001-11-06,38361.6,0.0,391.51,0.0,23.0,4.16,812.76,0.012600427471940194
2001-11-07,38361.6,0.0,402.74,0.0,23.54,2.5,720.0,0.012915438158738697
2001-11-08,38016.71,0.0,391.76,0.0,24.5,4.13,810.75,0.01228541678514169
2001-11-09,38015.99,0.0,373.81,0.0,25.5,6.48,958.06,0.01244292212854094
2001-11-10,38015.99,0.0,381.58,0.0,25.52,5.08,886.3,0.012600427471940194
2001-11-11,38015.99,0.0,363.94,0.0,25.5,6.53,962.66,0.01165539541154468
2001-11-12,37764.05,0.0,353.88,0.0,25.5,7.05,1004.19,0.01165539541154468
2001-11-13,37670.41,0.0,293.77,0.0,24.02,10.11,1248.58,0.01244292212854094
2001-11-14,37670.41,4.09,168.62,0.0,22.0,12.08,1406.16,0.013387954188936456
2001-11-15,37670.41,3.27,161.05,0.0,22.28,12.85,1468.11,0.014490491592731223
2001-11-16,37670.41,0.0,274.65,0.0,24.5,11.77,1381.6,0.014647996936130477
2001-11-17,37324.78,0.0,343.08,0.0,25.5,7.5,1040.0,0.014805502279529727
2001-11-18,37324.78,0.0,323.31,0.0,26.0,9.46,1196.67,0.01575053433992524
2001-11-19,37324.78,0.0,318.88,0.0,26.0,9.57,1205.99,0.017325587773917767
2001-11-20,37324.78,0.0,316.9,0.0,26.0,9.5,1200.0,0.017325587773917767
2001-11-21,37324.78,0.0,321.96,0.0,24.08,7.22,1017.62,0.01890064120791029
2001-11-22,36979.93,0.0,301.74,0.0,23.0,7.73,1058.73,0.01890064120791029
2001-11-23,36979.21,0.0,222.58,0.0,23.45,12.91,1479.51,0.022050748075895337
2001-11-24,36979.21,11.52,186.73,0.0,25.14,12.8,1464.31,0.02520085494388039
2001-11-25,36979.21,0.0,203.61,0.0,26.0,16.12,1818.45,0.020475694641902815
2001-11-26,36979.21,0.0,249.37,0.0,27.02,14.5,1640.0,0.020475694641902815
2001-11-27,36979.21,0.0,264.96,0.0,27.59,14.0,1600.0,0.01890064120791029
2001-11-28,36634.3,0.0,271.92,0.0,27.0,13.0,1480.0,0.01890064120791029
2001-11-29,36633.58,0.0,257.89,0.0,26.59,13.61,1569.01,0.01890064120791029
2001-11-30,36633.58,0.0,237.86,0.0,26.5,14.77,1683.49,0.01890064120791029
2001-12-01,36633.58,0.0,240.26,0.0,25.51,13.8,1583.7,0.01890064120791029
2001-12-02,36633.58,0.0,288.68,0.0,25.01,10.07,1245.48,0.01890064120791029
2001-12-03,36633.58,0.0,307.13,0.0,24.0,7.5,1040.0,0.017325587773917767
2001-12-04,36633.58,0.0,259.55,0.0,23.03,10.13,1250.47,0.020475694641902815
2001-12-05,36629.49,0.0,256.4,0.0,24.84,11.83,1386.73,0.020475694641902815
2001-12-06,36381.65,0.0,273.09,0.0,26.5,12.15,1411.2,0.01890064120791029
2001-12-07,36288.0,0.0,268.15,0.0,27.0,13.03,1484.37,0.01890064120791029
2001-12-08,36288.0,0.0,244.14,0.0,26.57,14.38,1633.04,0.01890064120791029
2001-12-09,36288.0,4.98,128.45,0.0,24.5,16.63,1890.44,0.020475694641902815
2001-12-10,36288.0,0.0,159.74,0.0,23.56,16.5,1879.39,0.022050748075895337
2001-12-11,36288.0,5.25,119.38,0.0,22.8,16.0,1799.83,0.020475694641902815
2001-12-12,36288.0,0.0,192.66,0.0,23.47,15.26,1740.47,0.01890064120791029
2001-12-13,36288.0,0.0,183.65,0.0,25.91,17.93,2068.74,0.017325587773917767
2001-12-14,36288.0,0.0,244.38,0.0,26.07,14.98,1691.8,0.015435523653126738
2001-12-15,36288.0,0.0,207.56,0.0,26.17,17.0,1912.29,0.015278018309727484
2001-12-16,36288.0,0.0,269.68,0.0,26.37,13.79,1461.3,0.014490491592731223
2001-12-17,36288.0,0.0,251.24,0.0,26.0,14.72,1593.75,0.01417548090593272
2001-12-18,36288.0,6.21,228.23,0.0,24.98,10.0,1220.58,0.01433298624933197
2001-12-19,36288.0,0.0,332.3,0.0,20.87,4.0,748.74,0.01370296487573496
2001-12-20,36288.0,0.0,311.97,0.0,19.69,5.1,833.19,0.013860470219134214
2001-12-21,36288.0,0.0,347.45,0.0,17.91,-0.5,552.95,0.013860470219134214
2001-12-22,36288.0,0.0,353.96,0.0,19.72,-0.32,543.9,0.012915438158738697
2001-12-23,36288.0,0.0,336.75,0.0,21.27,3.65,668.51,0.01307294350213795
2001-12-24,36288.0,28.12,192.89,0.0,20.33,9.13,1148.57,0.01890064120791029
2001-12-25,36288.0,0.0,280.24,0.0,16.29,4.05,798.18,0.015278018309727484
2001-12-26,36288.0,0.0,252.77,0.0,9.1,-1.0,560.0,0.01417548090593272
2001-12-27,36288.0,0.0,335.14,0.0,11.94,-4.36,433.65,0.01370296487573496
2001-12-28,36288.0,0.0,347.03,0.0,15.98,-2.39,474.16,0.013387954188936456
2001-12-29,36288.0,0.0,331.48,0.0,20.25,3.17,692.5,0.013387954188936456
2001-12-30,36288.0,0.0,328.26,0.0,20.27,3.46,708.44,0.01307294350213795
2001-12-31,36288.0,0.0,322.61,0.0,15.77,0.0,582.35,0.012600427471940194
2002-01-01,36288.0,0.0,290.78,0.0,10.96,-1.5,559.7,0.012757932815339447
2002-01-02,36288.0,16.59,180.74,0.0,11.5,1.84,707.02,0.014647996936130477
2002-01-03,36288.0,6.03,114.57,0.0,6.34,0.69,640.0,0.01512051296632823
2002-01-04,36288.72,0.0,290.51,0.0,7.0,-5.07,434.44,0.014017975562533466
2002-01-05,36525.3,0.0,354.6,0.0,11.6,-6.5,360.0,0.014490491592731223
2002-01-06,36633.58,7.95,256.41,0.0,15.93,-0.97,571.99,0.014805502279529727
2002-01-07,36633.58,0.0,314.66,0.0,16.48,2.16,720.0,0.015278018309727484
2002-01-08,36633.58,0.0,332.36,0.0,10.11,-5.0,440.0,0.01496300762292898
2002-01-09,36633.58,0.0,362.51,0.0,13.89,-5.0,440.0,0.014805502279529727
2002-01-10,36633.58,0.0,361.61,0.0,19.5,-0.15,600.0,0.01496300762292898
2002-01-11,36633.58,0.0,330.7,0.0,22.0,5.84,920.0,0.01512051296632823
2002-01-12,36633.58,0.0,276.1,0.0,21.38,9.48,1198.07,0.015435523653126738
2002-01-13,36870.91,11.34,261.02,0.0,18.5,1.5,680.0,0.01575053433992524
2002-01-14,36979.21,12.07,224.07,0.0,15.93,3.39,790.92,0.022050748075895337
2002-01-15,36979.21,34.85,134.9,0.0,13.62,6.96,997.16,0.04252644271779815
2002-01-16,36979.21,0.0,368.66,0.0,17.87,-1.0,560.0,0.03150106867985048
2002-01-17,36979.21,0.0,370.1,0.0,18.5,-0.49,600.0,0.02677590837787291
2002-01-18,36979.21,0.0,380.34,0.0,21.5,0.41,633.14,0.02520085494388039
2002-01-19,37216.5,0.0,351.34,0.0,24.0,6.61,968.49,0.02520085494388039
2002-01-20,37324.78,2.47,298.11,0.0,23.73,8.29,1103.16,0.02835096181186544
2002-01-21,37324.78,30.34,206.38,0.0,22.01,10.77,1301.42,0.0456765495857832
2002-01-22,37324.78,6.83,172.31,0.0,21.0,12.1,1408.0,0.09922836634152903
2002-01-23,37324.78,0.0,216.73,0.0,21.56,13.23,1517.21,0.06930235109567107
2002-01-24,37562.11,0.0,274.87,0.0,25.76,14.28,1622.64,0.058276977057723396
2002-01-25,37670.41,0.0,203.85,0.0,24.19,16.25,1840.26,0.058276977057723396
2002-01-26,37670.41,8.41,148.08,0.0,20.0,12.72,1457.96,0.08032772513361873
2002-01-27,37670.41,0.0,121.83,0.0,16.53,12.32,1425.41,0.07560256483164116
2002-01-28,37670.41,9.24,153.81,0.0,21.5,13.9,1592.37,0.0913530991715664
2002-01-29,38015.99,0.0,284.24,0.0,25.6,14.1,1607.94,0.1039535266435066
2002-01-30,38015.99,0.0,276.56,0.0,26.39,15.26,1740.52,0.09607825947354397
2002-01-31,38015.99,0.0,274.08,0.0,27.0,16.0,1799.94,0.0850528854355963
2002-02-01,38015.99,0.0,323.11,0.0,27.48,13.66,1572.98,0.07402751139764863
2002-02-02,38357.51,0.0,342.81,0.0,26.42,11.38,1350.52,0.06615224422768602
2002-02-03,38361.6,0.0,374.81,0.0,20.04,3.67,800.0,0.055126870189738345
2002-02-04,38361.6,0.0,342.71,0.0,19.63,5.95,920.0,0.04882665645376825
2002-02-05,38361.6,0.0,335.36,0.0,15.0,2.48,720.0,0.044101496151790674
2002-02-06,38707.2,0.0,277.25,0.0,14.37,4.86,868.42,0.04095138928380563
2002-02-07,38707.2,16.36,247.28,0.0,21.09,8.68,1134.68,0.0456765495857832
2002-02-08,38707.2,7.02,307.9,0.0,15.03,0.0,600.0,0.04882665645376825
2002-02-09,38707.2,0.0,412.56,0.0,19.5,1.81,704.68,0.04882665645376825
2002-02-10,39052.78,0.0,363.98,0.0,22.97,8.89,1151.18,0.044101496151790674
2002-02-11,39052.78,0.0,353.61,0.0,22.0,8.84,1147.16,0.04095138928380563
2002-02-12,39052.78,0.0,412.51,0.0,18.7,2.0,720.0,0.03307612211384301
2002-02-13,39146.42,0.0,405.18,0.0,18.5,2.51,720.79,0.02992601524585796
2002-02-14,39398.4,0.7,344.11,0.0,16.52,4.58,846.17,0.02677590837787291
2002-02-15,39398.4,0.0,408.32,0.0,21.21,4.91,872.85,0.02520085494388039
2002-02-16,39398.4,0.0,384.78,0.0,22.42,7.95,1075.69,0.02362580150988786
2002-02-17,39744.0,0.0,449.84,0.0,22.11,2.0,720.0,0.022050748075895337
2002-02-18,39744.0,0.0,453.62,0.0,20.03,0.12,609.42,0.022050748075895337
2002-02-19,39744.0,0.0,434.91,0.0,19.84,2.39,720.0,0.017325587773917767
2002-02-20,39981.31,0.0,405.46,0.0,23.0,7.48,1038.57,0.01890064120791029
2002-02-21,40089.6,5.52,213.92,0.0,23.55,14.04,1603.39,0.02362580150988786
2002-02-22,40089.6,0.0,388.22,0.0,24.0,9.56,1205.11,0.02677590837787291
2002-02-23,40089.6,3.17,275.06,0.0,19.53,6.95,996.11,0.02677590837787291
2002-02-24,40435.2,3.0,300.68,0.0,14.48,0.49,639.48,0.01890064120791029
2002-02-25,40435.2,0.0,459.62,0.0,20.5,1.06,644.73,0.014490491592731223
2002-02-26,40435.2,0.0,454.48,0.0,22.5,2.93,754.78,0.012757932815339447
2002-02-27,40780.81,0.05,476.04,0.0,22.67,0.02,601.76,0.01244292212854094
2002-02-28,40780.81,0.0,422.45,0.0,9.14,-6.5,360.0,0.011340384724746173
2002-03-01,40780.81,0.0,463.78,0.0,15.08,-4.38,440.0,0.011497890068145427
2002-03-02,41126.4,30.7,254.24,0.0,20.15,7.99,1079.18,0.0771776182656337
2002-03-03,41126.4,67.63,108.79,0.0,20.76,15.93,1794.66,0.8032772513361873
2002-03-04,41126.4,0.34,439.74,0.0,18.8,1.52,681.83,0.8347783200160378
2002-03-05,41363.71,0.0,417.91,0.0,10.29,-4.46,440.0,0.7245245796365613
2002-03-06,41472.0,0.0,478.66,0.0,19.04,-1.16,561.36,0.7402751139764864
2002-03-07,41472.0,0.0,430.83,0.0,22.8,5.91,925.79,0.6772729766167854
2002-03-08,41472.0,0.0,413.53,0.0,25.11,8.95,1155.97,0.582769770577234
2002-03-09,41817.59,0.0,386.64,0.0,27.51,12.51,1440.93,0.519767633217533
2002-03-10,41817.59,0.0,395.37,0.0,27.67,12.28,1422.55,0.45676549585783205
2002-03-11,41817.59,0.0,479.8,0.0,23.99,3.52,800.0,0.393763358498131
2002-03-12,42163.19,0.0,390.87,0.0,25.8,11.11,1328.45,0.3622622898182806
2002-03-13,42163.19,13.33,283.09,0.0,24.99,11.13,1330.06,0.42526442717798146
2002-03-14,42163.19,0.0,441.42,0.0,23.5,6.5,960.0,0.44101496151790676
2002-03-15,42508.79,0.0,452.89,0.0,26.51,8.34,1106.98,0.393763358498131
2002-03-16,42508.79,0.0,387.38,0.0,28.5,13.79,1582.93,0.34651175547835533
2002-03-17,42508.79,0.0,367.56,0.0,30.5,16.51,1880.5,0.31501068679850486
2002-03-18,42854.4,0.0,389.97,0.0,30.5,15.5,1760.0,0.2835096181186543
2002-03-19,42854.4,0.0,447.35,0.0,30.66,12.5,1440.0,0.26775908377872915
2002-03-20,42854.4,0.0,409.75,0.0,30.1,14.5,1640.0,0.23625801509887862
2002-03-21,43199.99,4.82,216.82,0.0,27.86,18.0,2080.0,0.22050748075895338
2002-03-22,43199.99,0.59,409.66,0.0,23.5,9.06,1165.03,0.22050748075895338
2002-03-23,43199.99,0.0,474.77,0.0,19.02,1.83,706.25,0.2835096181186543
2002-03-24,43545.58,0.0,486.02,0.0,23.5,4.93,874.5,0.2835096181186543
2002-03-25,43545.58,0.0,425.46,0.0,28.1,12.37,1429.62,0.22050748075895338
2002-03-26,43545.58,0.0,413.98,0.0,29.32,14.0,1600.0,0.18900641207910288
2002-03-27,43891.2,0.0,375.55,0.0,27.33,14.3,1623.76,0.17325587773917767
2002-03-28,43891.2,0.0,507.84,0.0,25.5,5.5,920.0,0.1512051296632823
2002-03-29,43891.2,0.0,507.38,0.0,27.32,7.18,1014.74,0.13072943502137951
2002-03-30,44236.8,0.0,477.1,0.0,28.83,10.55,1284.35,0.11340384724746176
2002-03-31,44236.8,0.0,392.22,0.0,29.0,15.37,1749.34,0.10080341977552155
2002-04-01,44236.8,15.77,280.77,0.0,28.53,15.76,1780.61,0.10867868694548417
2002-04-02,44582.38,0.0,415.77,0.0,27.56,13.01,1481.98,0.11025374037947669
2002-04-03,44582.38,0.0,371.75,0.0,28.64,15.94,1796.73,0.09922836634152903
2002-04-04,44582.38,8.23,283.97,0.0,27.5,15.81,1784.68,0.0913530991715664
2002-04-05,44928.01,0.0,462.67,0.0,26.25,10.04,1243.53,0.08032772513361873
2002-04-06,44928.01,0.0,480.14,0.0,23.5,6.89,990.87,0.06772729766167854
2002-04-07,44928.01,0.0,476.95,0.0,25.0,8.39,1110.97,0.05670192362373088
2002-04-08,45036.29,0.0,453.83,0.0,26.88,11.21,1336.69,0.04882665645376825
2002-04-09,45273.6,0.0,409.07,0.0,28.5,14.73,1676.4,0.04252644271779815
2002-04-10,45273.6,9.21,281.33,0.0,27.97,15.88,1790.3,0.044101496151790674
2002-04-11,45273.6,7.91,220.67,0.0,25.92,17.0,1920.0,0.06772729766167854
2002-04-12,45619.2,10.84,236.98,0.0,25.5,16.01,1801.94,0.0976533129075365
2002-04-13,45619.2,2.3,290.69,0.0,26.0,16.64,1891.48,0.09607825947354397
2002-04-14,45619.2,6.46,272.93,0.0,26.06,15.25,1740.33,0.15750534339925243
2002-04-15,45964.79,6.55,341.62,0.0,28.5,13.73,1578.71,0.17325587773917767
2002-04-16,45964.79,0.0,451.91,0.0,29.5,14.74,1677.84,0.17325587773917767
2002-04-17,45964.79,0.0,440.11,0.0,30.5,16.13,1820.17,0.18900641207910288
2002-04-18,46310.39,0.0,446.04,0.0,31.0,16.36,1857.87,0.17325587773917767
2002-04-19,46310.39,12.17,329.69,0.0,31.0,16.74,1898.93,0.15750534339925243
2002-04-20,46310.39,0.0,422.35,0.0,31.5,17.82,2050.48,0.15278018309727484
2002-04-21,46418.67,0.0,439.51,0.0,32.0,17.5,2000.0,0.13072943502137951
2002-04-22,46655.99,0.0,447.94,0.0,31.72,17.0,1919.82,0.1039535266435066
2002-04-23,46655.99,0.0,459.67,0.0,31.0,15.99,1804.89,0.08347783200160377
